City,CO,NO2,O3,SO2,PM2.5,PM10,overall_aqi
San Marcos,250.34,5.4,61.51,1.45,17.15,18.36,57
Portland,487.33,22.62,0.09,2.09,10.13,13.45,32
Santa Monica,540.73,28.45,3.67,1.51,18.94,26.42,57
Homestead,198.6,0.27,70.81,0.1,2.58,6.9,86
Kissimmee,220.3,3.21,77.96,0.59,2.1,3.29,107
Beaverton,390.53,21.25,2.86,1.54,12.79,16.74,41
Cedar Rapids,250.34,2.44,60.8,0.35,0.59,0.83,55
Missoula,300.41,8.74,43.27,0.25,2.18,2.45,36
East Orange,330.45,19.71,55.79,4.41,9.44,14.96,47
North Richland Hills,303.75,9.77,43.63,0.63,18.29,20.5,55
Parma,317.1,8.91,57.22,0.57,2.44,3.35,48
Evanston,257.02,7.54,65.8,3.87,1.0,1.86,71
Johns Creek,247.0,2.74,63.66,0.26,3.85,8.22,64
Huntsville,267.03,3.81,52.21,1.42,7.05,11.44,44
Hammond,307.08,18.51,47.21,7.75,3.33,5.61,40
Union City,417.23,45.24,5.68,2.44,11.22,15.18,56
Walnut Creek,380.52,25.71,12.16,3.82,7.02,8.76,32
Menifee,327.11,16.11,32.9,0.65,9.07,11.98,29
Corona,594.14,30.5,1.95,1.67,19.05,25.86,57
Anchorage,236.99,0.3,63.66,0.11,0.5,0.66,64
Deltona,213.62,1.21,82.97,0.14,1.3,2.2,119
O'Fallon,257.02,3.38,55.79,0.77,8.39,9.33,47
Union City,417.23,45.24,5.68,2.44,11.22,15.18,56
Mount Vernon,243.66,5.01,58.65,1.55,5.4,5.94,49
Orem,453.95,25.02,11.0,1.19,12.8,17.1,41
Rochester,240.33,4.71,80.11,1.8,4.63,5.22,112
Beaumont,270.37,21.76,12.7,3.67,22.8,24.47,64
Tustin,907.9,48.67,2.55,3.28,33.06,40.78,85
Lauderhill,203.61,0.85,81.54,0.21,2.82,7.08,116
Pasadena,387.19,33.59,11.98,1.62,7.61,16.66,41
Federal Way,614.17,34.96,0.09,1.67,13.79,19.63,44
Fayetteville,236.99,5.14,37.55,0.74,5.19,7.13,31
Silver Spring,323.77,15.42,52.93,3.07,6.66,12.38,44
Jersey City,413.9,33.24,40.41,8.58,12.23,19.46,41
Perris,347.14,11.31,19.49,0.35,10.65,12.98,34
Flower Mound,357.15,17.65,34.69,1.76,17.47,19.95,54
Oxnard,427.25,19.02,12.88,1.97,13.02,17.01,42
Salem,403.88,19.71,0.33,0.29,17.17,19.09,53
Laguna Niguel,567.44,26.05,3.58,1.12,15.24,23.39,49
Hampton,310.42,14.4,60.8,1.21,4.56,10.81,55
Erie,260.35,6.0,70.81,0.6,4.71,4.81,86
Atascocita,367.17,17.48,55.08,3.49,15.92,19.72,51
Renton,807.76,44.55,1.88,5.42,23.14,30.74,65
Irving,373.84,21.08,37.91,3.58,17.76,21.12,54
Chesapeake,223.64,2.87,91.55,1.4,1.53,6.55,141
McAllen,387.19,10.97,50.07,4.77,20.33,23.52,59
San Angelo,247.0,1.26,52.21,0.14,9.41,23.45,44
Baton Rouge,263.69,7.37,30.76,2.38,6.65,8.41,26
Stockton,440.6,9.43,0.83,0.39,7.98,9.9,25
San Ramon,203.61,3.77,45.42,0.07,0.85,1.77,38
Shreveport,226.97,4.8,62.23,2.35,3.75,4.61,60
North Charleston,223.64,2.74,73.67,5.66,2.08,2.99,95
Albany,383.85,16.11,56.51,6.26,19.34,23.11,57
Bridgeport,487.33,47.3,41.49,11.33,20.14,29.43,59
Allen,377.18,27.08,25.75,4.53,13.76,16.88,44
Parma,317.1,8.91,57.22,0.57,2.44,3.35,48
Portland,520.71,21.76,1.68,2.18,10.63,15.1,34
Bellflower,1054.76,50.72,5.45,5.9,28.84,40.42,76
Bloomington,247.0,4.54,56.51,1.61,6.98,7.52,47
Longmont,310.42,9.77,31.11,0.19,3.85,6.55,26
Mountain View,567.44,42.16,1.32,1.22,12.29,15.53,52
Tacoma,634.19,32.9,3.8,1.18,15.59,21.58,50
Killeen,236.99,1.16,65.8,0.29,15.55,16.38,71
Parma,317.1,8.91,57.22,0.57,2.44,3.35,48
Broomfield,380.52,19.54,24.32,0.25,6.23,10.73,24
Winston-Salem,247.0,2.57,87.98,0.6,4.02,8.9,132
Lawton,243.66,2.16,45.78,0.13,11.81,12.38,38
Aurora,250.34,2.96,66.52,0.57,1.27,1.86,73
Washington,307.08,13.2,58.65,3.07,5.89,11.4,49
O'Fallon,270.37,3.0,54.36,0.68,8.46,10.11,46
Decatur,270.37,2.66,56.51,0.66,6.79,7.96,47
Salt Lake City,727.65,51.41,13.59,4.89,21.73,28.92,64
South Bend,240.33,2.08,65.09,0.29,0.57,0.72,69
Anchorage,236.99,0.3,63.66,0.11,0.5,0.66,64
Auburn,230.31,2.57,47.92,1.39,5.06,7.75,40
Hawthorne,1148.22,64.43,1.88,7.75,40.18,57.19,99
Henderson,453.95,33.59,23.6,2.35,22.55,40.59,64
Arvada,427.25,18.85,25.03,0.32,7.77,12.88,25
Santa Monica,540.73,28.45,3.67,1.51,18.94,26.42,57
Framingham,287.06,8.31,80.11,3.37,11.25,15.07,112
Bloomington,247.0,4.54,56.51,1.61,6.98,7.52,47
Lee's Summit,257.02,5.01,62.94,3.82,1.45,1.89,62
Greenville,233.65,1.69,83.69,1.03,3.22,7.15,121
Minneapolis,307.08,9.08,44.7,1.7,2.98,4.04,37
Portland,520.71,21.76,1.68,2.18,10.63,15.1,34
Jurupa Valley,660.9,28.45,5.9,1.58,19.89,27.08,58
Kennewick,413.9,21.42,13.05,0.24,14.94,16.36,48
Fayetteville,236.99,5.14,37.55,0.74,5.19,7.13,31
Pittsburg,277.04,12.85,63.66,4.53,4.87,6.47,64
Santa Clarita,340.46,12.51,19.13,0.3,7.94,16.01,25
Lafayette,287.06,11.48,36.84,2.59,14.6,17.59,47
Chino Hills,614.17,30.85,2.33,1.71,20.19,27.32,59
New Haven,413.9,35.99,55.08,7.87,15.46,23.63,50
Farmington Hills,283.72,8.05,54.36,0.69,5.88,6.28,46
Gainesville,226.97,1.78,70.1,0.35,1.64,3.01,84
Atascocita,367.17,17.48,55.08,3.49,15.92,19.72,51
Roanoke,283.72,7.54,62.94,1.39,6.97,11.5,62
Orange,236.99,3.34,71.53,0.4,0.51,0.69,89
West Covina,340.46,23.31,34.69,1.27,5.86,11.57,29
Fort Myers,211.95,1.32,92.98,0.31,3.2,8.01,144
Santa Ana,934.6,45.93,7.42,4.05,32.65,42.46,84
Yuma,247.0,2.29,35.76,0.04,7.94,23.43,30
South Gate,1388.55,69.23,5.23,8.82,45.27,63.02,109
Jackson,277.04,9.34,20.56,0.81,6.34,9.08,20
Thornton,507.36,28.1,8.67,0.78,10.79,15.4,35
El Paso,327.11,8.31,26.82,0.85,8.08,26.7,26
Knoxville,307.08,12.68,42.92,2.15,6.45,10.96,36
Springdale,236.99,4.84,38.62,0.98,5.07,6.81,32
Lafayette,287.06,11.48,36.84,2.59,14.6,17.59,47
Dallas,330.45,17.99,35.41,3.58,13.84,16.63,44
Atascocita,367.17,17.48,55.08,3.49,15.92,19.72,51
Bellevue,687.6,28.45,1.54,1.4,18.84,27.94,56
Redwood City,487.33,37.36,0.18,1.77,11.33,16.68,46
Brownsville,433.92,14.22,60.8,6.86,16.06,19.18,55
Hesperia,380.52,13.02,38.27,0.44,7.24,22.73,32
Charleston,226.97,3.3,85.83,6.62,2.45,3.51,127
Lowell,310.42,12.34,80.11,4.83,13.06,16.32,112
Sugar Land,283.72,6.43,52.21,0.52,9.04,11.28,44
Tuscaloosa,250.34,3.86,51.5,1.04,4.99,8.84,43
Bismarck,247.0,3.04,65.8,0.72,1.17,2.76,71
Southfield,283.72,8.05,54.36,0.69,5.88,6.28,46
Bellevue,687.6,28.45,1.54,1.4,18.84,27.94,56
Gastonia,273.71,4.8,56.51,2.86,7.0,12.73,47
Schaumburg,243.66,2.51,69.38,0.45,0.61,1.17,82
Apple Valley,283.72,6.0,52.21,0.9,2.13,3.07,44
Detroit,303.75,16.97,52.21,2.56,6.22,7.16,44
Odessa,247.0,4.24,60.8,2.68,1.05,1.27,55
Walnut Creek,400.54,27.42,7.96,4.11,7.54,9.57,34
Fall River,273.71,3.68,84.4,2.56,12.93,18.37,123
Lorain,267.03,6.94,58.65,0.68,5.99,6.13,49
Delray Beach,216.96,6.6,88.69,1.03,3.01,7.13,134
Camarillo,240.33,4.54,50.07,0.31,2.5,3.91,42
Tustin,907.9,48.67,2.55,3.28,33.06,40.78,85
Saint Paul,380.52,21.08,35.41,6.91,5.26,6.86,30
Greenville,233.65,1.69,83.69,1.03,3.22,7.15,121
Vallejo,303.75,11.14,37.55,0.33,4.67,5.76,31
Spring Hill,253.68,2.87,61.51,0.43,0.92,1.48,57
Bellflower,1054.76,50.72,5.45,5.9,28.84,40.42,76
Hillsboro,413.9,17.31,5.28,0.95,12.23,16.46,39
Chico,253.68,5.36,25.39,0.13,1.34,1.71,21
Gainesville,226.97,1.78,70.1,0.35,1.64,3.01,84
Bellevue,620.84,30.16,0.05,2.18,17.23,25.29,53
Centennial,370.5,14.22,19.85,0.9,5.32,7.8,17
Irving,373.84,21.08,37.91,3.58,17.76,21.12,54
Fullerton,674.25,36.67,9.39,3.43,18.84,25.68,56
Corpus Christi,233.65,3.47,56.51,1.86,6.03,6.59,47
Bridgeport,487.33,47.3,41.49,11.33,20.14,29.43,59
Roswell,243.66,2.61,71.53,0.3,3.39,7.05,89
Oklahoma City,263.69,5.66,42.56,0.95,7.85,8.56,36
Amarillo,223.64,1.67,72.24,0.73,6.26,14.5,91
South Bend,240.33,2.08,65.09,0.29,0.57,0.72,69
Birmingham,253.68,29.82,39.34,6.44,1.97,2.61,37
Boca Raton,213.62,4.58,92.98,0.94,3.13,7.74,144
Fort Lauderdale,230.31,6.0,94.41,1.91,3.96,9.0,148
Oxnard,230.31,4.28,49.35,0.22,2.16,3.23,41
Somerville,317.1,11.48,74.39,4.05,15.56,18.68,98
Odessa,247.0,4.24,60.8,2.68,1.05,1.27,55
Los Angeles,700.95,46.61,9.12,2.98,18.02,36.75,58
Metairie,310.42,13.88,39.34,2.8,6.06,8.14,33
Boca Raton,213.62,4.58,92.98,0.94,3.13,7.74,144
Quincy,293.73,9.6,80.82,3.82,13.65,16.86,114
Union City,480.65,52.09,3.93,2.44,11.35,16.34,65
Lakeland,211.95,1.35,76.53,0.66,2.48,4.1,103
Antioch,263.69,7.45,50.78,1.1,6.38,7.43,43
Mount Pleasant,223.64,4.76,40.41,5.31,4.69,5.6,34
Des Moines,253.68,3.0,60.08,0.31,0.79,1.3,53
Jurupa Valley,660.9,28.45,5.9,1.58,19.89,27.08,58
Daly City,494.0,50.72,4.16,5.96,13.21,16.1,63
Tacoma,634.19,32.9,3.8,1.18,15.59,21.58,50
Milwaukee,243.66,2.74,67.23,0.38,0.5,1.08,75
Asheville,250.34,6.0,73.67,7.45,4.77,7.98,95
West Palm Beach,216.96,5.1,92.98,0.63,3.09,6.67,144
Bayonne,220.3,0.68,86.55,0.36,0.5,1.53,128
New Haven,413.9,35.99,55.08,7.87,15.46,23.63,50
Coral Springs,201.94,0.79,90.84,0.32,2.55,6.18,139
Atlanta,343.8,18.17,41.13,4.17,6.46,12.4,34
Redlands,320.44,15.25,41.13,0.66,4.0,7.23,34
Toms River,247.0,2.96,91.55,0.86,3.23,6.53,141
Palmdale,397.21,24.33,25.03,0.43,13.37,19.3,43
Youngs,257.02,4.11,76.53,2.12,6.1,12.06,103
Frederick,247.0,3.21,70.1,2.12,6.31,10.25,84
Fargo,270.37,4.5,47.92,1.7,3.13,3.39,40
Cedar Park,230.31,0.84,59.37,0.2,16.05,16.84,51
Fort Collins,290.39,7.8,33.62,0.19,2.69,3.95,28
Portsmouth,240.33,30.16,29.33,3.61,1.81,2.31,37
Fremont,500.68,33.24,1.19,0.92,9.4,14.09,41
Bloomington,250.34,4.28,54.36,1.43,6.92,7.41,46
Woodbury,397.21,22.96,34.33,8.58,5.87,7.5,29
Mesa,540.73,27.76,10.91,1.49,13.01,18.84,42
Camden,363.83,29.82,46.49,13.35,7.94,13.13,39
Saint Louis,267.03,3.64,55.08,0.89,8.93,10.44,46
Gresham,794.41,35.99,0.98,2.41,19.2,23.66,57
Lorain,267.03,6.94,58.65,0.68,5.99,6.13,49
Rochester,240.33,4.28,79.39,1.13,3.87,4.16,110
German,208.62,1.5,75.1,4.29,3.26,3.6,100
Daly City,494.0,50.72,4.16,5.96,13.21,16.1,63
South San Francisco,494.0,50.72,4.16,5.96,13.21,16.1,63
Manchester,263.69,51.41,15.56,9.89,3.25,4.19,64
Longview,243.66,2.91,50.78,0.29,3.76,4.34,43
Richardson,387.19,31.19,21.64,5.01,13.77,17.04,44
Boulder,195.27,1.5,57.22,0.17,1.19,2.99,48
Yonkers,433.92,39.41,44.35,10.73,12.26,19.49,49
Fremont,500.68,33.24,1.19,0.92,9.4,14.09,41
Pharr,453.95,14.05,60.08,5.07,22.4,25.56,64
Redding,303.75,12.17,19.13,0.11,2.43,2.92,16
Sunnyvale,567.44,42.16,1.32,1.22,12.29,15.53,52
Fontana,410.56,31.87,33.26,4.41,12.26,16.72,39
Fort Lauderdale,230.31,6.0,94.41,1.91,3.96,9.0,148
Fort Wayne,270.37,7.03,52.21,0.82,6.69,6.94,44
Coral Springs,203.61,0.84,84.4,0.28,2.64,6.51,123
Lancaster,277.04,8.82,68.67,3.55,5.67,10.31,80
Springfield,260.35,2.91,55.08,4.77,4.29,5.54,46
Flower Mound,357.15,17.65,34.69,1.76,17.47,19.95,54
Aurora,250.34,2.96,66.52,0.57,1.27,1.86,73
Jacksonville,220.3,1.61,83.69,0.36,1.65,3.12,121
Sandy Springs,300.41,11.82,54.36,2.56,5.08,9.89,46
Carlsbad,397.21,11.14,10.37,0.42,9.49,13.57,30
Grand Prairie,323.77,13.37,44.35,2.56,18.1,20.69,55
Evansville,253.68,3.77,55.08,1.34,8.18,8.56,46
Saint Cloud,360.49,27.42,45.06,3.4,6.11,8.36,38
Weston,226.97,2.51,83.69,0.54,0.5,1.04,121
Greensboro,263.69,5.83,65.09,0.8,4.85,10.95,69
Vallejo,303.75,11.14,37.55,0.33,4.67,5.76,31
Bellflower,1054.76,50.72,5.45,5.9,28.84,40.42,76
Kenner,287.06,13.2,34.69,5.54,5.92,8.13,29
Albuquerque,270.37,3.77,24.68,0.1,3.89,18.01,20
Town 'n' Country,230.31,2.91,73.67,0.93,3.21,5.48,95
Menifee,367.17,17.99,40.41,0.81,9.38,12.97,34
Orem,460.63,19.54,17.52,0.95,13.04,17.48,42
Baltimore,337.12,20.56,58.65,3.93,7.22,13.0,49
Brownsville,433.92,14.22,60.8,6.86,16.06,19.18,55
Riverview,257.02,1.29,73.67,0.53,4.31,4.62,95
Lafayette,287.06,11.48,36.84,2.59,14.6,17.59,47
Duluth,280.38,10.2,52.21,7.99,2.18,3.95,44
Poinciana,220.3,2.44,87.26,0.54,2.55,3.86,130
Everett,494.0,24.33,8.32,1.61,7.2,9.92,30
Southfield,283.72,8.05,54.36,0.69,5.88,6.28,46
Duluth,280.38,10.2,52.21,7.99,2.18,3.95,44
Palm Coast,211.95,0.89,90.12,0.18,1.35,2.96,137
Pawtucket,287.06,7.71,80.82,3.61,13.88,16.84,114
Reno,487.33,27.76,20.56,0.17,13.85,21.87,44
Layton,367.17,19.88,18.24,0.31,10.48,13.62,34
Lewisville,380.52,27.76,27.9,3.49,15.58,18.64,50
Guaynabo,190.26,0.2,47.21,0.19,0.83,1.68,40
Livermore,373.84,19.02,4.02,0.25,7.07,9.2,23
Southfield,283.72,8.05,54.36,0.69,5.88,6.28,46
Memphis,317.1,16.28,13.59,3.64,7.48,8.16,24
Lee's Summit,257.02,5.01,62.94,3.82,1.45,1.89,62
Flower Mound,357.15,17.65,34.69,1.76,17.47,19.95,54
Norwalk,467.3,45.93,46.49,10.85,16.63,24.3,57
San Antonio,270.37,6.17,62.23,1.24,17.61,18.93,60
Hemet,327.11,10.63,47.92,0.59,5.7,7.76,40
Abilene,240.33,1.48,47.21,0.1,5.21,9.86,40
Lynwood,1148.22,64.43,1.88,7.75,40.18,57.19,99
El Paso,327.11,8.31,26.82,0.85,8.08,26.7,26
Richardson,383.85,28.1,26.11,5.72,14.31,17.74,46
Wilmington,303.75,8.48,63.66,2.53,6.65,10.93,64
Rio Rancho,198.6,1.02,34.33,0.09,3.16,16.3,29
Rockford,240.33,2.19,65.8,1.07,0.5,0.86,71
West Palm Beach,216.96,5.1,92.98,0.63,3.09,6.67,144
Racine,260.35,6.68,65.8,2.95,0.9,1.65,71
Kent,240.33,11.48,59.37,1.01,1.37,2.14,51
San Mateo,514.03,41.81,1.65,1.97,11.26,17.45,52
Pueblo,290.39,6.77,28.25,0.41,7.36,17.04,23
Spring Hill,253.68,2.87,61.51,0.43,0.92,1.48,57
Greeley,313.76,12.68,30.4,0.31,7.76,8.32,25
Huntington Beach,934.6,45.93,7.42,4.05,32.65,42.46,84
Mountain View,567.44,42.16,1.32,1.22,12.29,15.53,52
Johnson City,253.68,3.77,67.95,0.51,4.6,8.46,77
East Orange,330.45,19.71,55.79,4.41,9.44,14.96,47
Longmont,310.42,9.77,31.11,0.19,3.85,6.55,26
Kent,240.33,11.48,59.37,1.01,1.37,2.14,51
Elk Grove,700.95,24.33,1.52,1.27,15.02,21.14,48
Trenton,363.83,24.68,55.08,6.32,9.21,14.07,46
Phoenix,774.38,33.59,11.44,2.15,18.19,27.42,55
North Richland Hills,307.08,8.57,45.78,0.78,18.12,20.53,55
Schenectady,330.45,10.28,58.65,2.27,14.91,17.74,49
South Gate,1148.22,64.43,1.88,7.75,40.18,57.19,99
Orem,460.63,19.54,17.52,0.95,13.04,17.48,42
Rapid City,208.62,1.07,84.4,0.32,2.5,5.98,123
Winston-Salem,247.0,2.57,87.98,0.6,4.02,8.9,132
Deltona,211.95,0.81,86.55,0.12,1.2,2.03,128
Dale City,257.02,4.33,67.23,1.07,4.69,9.57,75
Raleigh,303.75,11.82,56.51,1.71,5.31,10.27,47
Westland,270.37,6.26,56.51,0.46,5.49,5.72,47
Provo,460.63,19.54,17.52,0.95,13.04,17.48,42
Bellflower,1054.76,50.72,5.45,5.9,28.84,40.42,76
Santa Clarita,340.46,12.51,19.13,0.3,7.94,16.01,25
Salinas,257.02,6.17,60.08,0.24,1.91,2.61,53
Hillsboro,413.9,17.31,5.28,0.95,12.23,16.46,39
Buena Park,674.25,36.67,9.39,3.43,18.84,25.68,56
Dale City,257.02,4.33,67.23,1.07,4.69,9.57,75
Santa Rosa,257.02,5.1,45.78,0.02,2.56,2.92,38
West Valley City,727.65,51.41,13.59,4.89,21.73,28.92,64
Hammond,287.06,15.08,55.79,7.75,2.24,4.41,47
Jersey City,413.9,33.24,40.41,8.58,12.23,19.46,41
Oshkosh,236.99,1.36,71.53,0.43,0.5,0.67,89
Baldwin Park,320.44,25.02,30.76,0.98,5.8,11.16,31
Pittsburg,277.04,12.85,63.66,4.53,4.87,6.47,64
Bridgeport,473.98,47.3,46.49,10.61,16.83,25.87,59
Cedar Park,230.31,0.84,59.37,0.2,16.05,16.84,51
Corpus Christi,233.65,3.47,56.51,1.86,6.03,6.59,47
Mount Pleasant,223.64,4.76,40.41,5.31,4.69,5.6,34
Peoria,236.99,1.63,71.53,0.17,0.56,0.8,89
Oceanside,397.21,11.14,10.37,0.42,9.49,13.57,30
Aurora,250.34,2.96,66.52,0.57,1.27,1.86,73
Peoria,236.99,1.63,71.53,0.17,0.56,0.8,89
Houston,580.79,36.67,36.12,6.62,19.58,24.05,58
Wilmington,303.75,8.48,63.66,2.53,6.65,10.93,64
Peoria,236.99,1.63,71.53,0.17,0.56,0.8,89
Sandy,667.57,35.64,13.77,3.01,23.67,29.63,66
Weston,226.97,4.24,78.68,0.55,0.54,1.3,109
Carmichael,263.69,1.3,44.7,2.06,10.45,23.51,37
Highlands Ranch,370.5,14.22,19.85,0.9,5.32,7.8,17
Evansville,253.68,3.77,55.08,1.34,8.18,8.56,46
Inglewood,1388.55,69.23,5.23,8.82,45.27,63.02,109
West Jordan,727.65,51.41,13.59,4.89,21.73,28.92,64
South San Francisco,494.0,50.72,4.16,5.96,13.21,16.1,63
Provo,460.63,19.54,17.52,0.95,13.04,17.48,42
Shawnee,243.66,2.7,65.09,0.39,0.85,1.33,69
Durham,270.37,7.03,67.23,1.13,4.58,9.2,75
Sioux City,263.69,3.51,52.21,0.22,1.47,1.65,44
Lubbock,236.99,2.27,63.66,0.91,7.88,19.47,64
Springfield,260.35,2.91,55.08,4.77,4.29,5.54,46
Fairfield,250.34,5.74,28.25,0.02,3.34,4.56,23
Highlands Ranch,370.5,14.22,19.85,0.9,5.32,7.8,17
Vancouver,357.15,18.34,34.33,2.47,1.41,8.15,29
McKinney,377.18,27.08,25.75,4.53,13.76,16.88,44
Elgin,236.99,2.01,69.38,0.45,0.5,0.9,82
Abilene,240.33,1.48,47.21,0.1,5.21,9.86,40
Worcester,313.76,13.71,80.11,3.87,11.0,15.4,112
Federal Way,614.17,34.96,0.09,1.67,13.79,19.63,44
High Point,240.33,3.6,86.55,0.66,2.69,6.97,128
Broken Arrow,257.02,8.31,35.41,2.18,8.56,9.59,30
Paterson,340.46,22.28,58.65,5.48,9.05,14.88,49
Lansing,257.02,3.47,58.65,0.19,2.86,2.99,49
Dale City,257.02,4.33,67.23,1.07,4.69,9.57,75
Costa Mesa,934.6,45.93,7.42,4.05,32.65,42.46,84
Detroit,303.75,16.97,52.21,2.56,6.22,7.16,44
Killeen,236.99,1.16,65.8,0.29,15.55,16.38,71
Irvine,934.6,45.93,7.42,4.05,32.65,42.46,84
Tempe,554.09,25.71,17.7,1.33,10.85,16.53,35
Murrieta,323.77,8.57,40.05,0.54,9.0,12.07,33
San Buenaventura,240.33,5.1,51.5,0.63,2.49,3.71,43
Sioux Falls,297.07,6.34,44.35,0.31,2.97,3.28,37
Tyler,240.33,2.55,47.92,0.6,5.51,6.28,40
Mission Viejo,674.25,28.1,7.87,1.39,18.23,28.96,55
Compton,1388.55,69.23,5.23,8.82,45.27,63.02,109
Buffalo,247.0,5.83,72.96,0.97,4.55,4.68,93
Clifton,340.46,22.28,58.65,5.48,9.05,14.88,49
Santa Clara,741.01,57.58,1.22,1.8,16.21,21.11,71
Garland,387.19,31.19,21.64,5.01,13.77,17.04,44
Layton,367.17,19.88,18.24,0.31,10.48,13.62,34
San Leandro,600.82,31.53,0.44,1.42,14.49,20.25,47
Grand Prairie,323.77,13.37,44.35,2.56,18.1,20.69,55
Miami Beach,247.0,7.63,95.84,2.56,4.55,9.53,152
Champaign,267.03,2.72,55.79,0.37,6.63,7.45,47
Flint,260.35,4.28,58.65,0.75,2.53,2.75,49
Vancouver,357.15,18.34,34.33,2.47,1.41,8.15,29
Nashville,263.69,7.45,50.78,1.1,6.38,7.43,43
Appleton,236.99,1.08,72.24,0.19,0.5,0.63,91
Saint Charles,270.37,3.38,55.08,0.86,9.01,10.54,46
Kissimmee,216.96,2.06,86.55,0.39,1.77,2.69,128
Lynchburg,260.35,3.86,72.24,1.33,5.65,11.03,91
Harlingen,350.48,13.54,60.08,4.95,16.88,19.68,53
Kalamazoo,263.69,3.64,57.22,0.23,2.64,2.99,48
Jacksonville,220.3,1.61,83.69,0.36,1.65,3.12,121
Austin,257.02,5.18,58.65,1.13,17.67,19.2,54
San Jose,741.01,57.58,1.22,1.8,16.21,21.11,71
Fairfield,250.34,5.74,28.25,0.02,3.34,4.56,23
Coral Springs,201.94,0.79,90.84,0.32,2.55,6.18,139
Melbourne,201.94,10.97,21.82,5.07,2.06,5.97,18
Wilmington,287.06,6.94,68.67,2.62,6.12,10.39,80
Lexington-Fayette  county,243.66,2.46,65.8,0.58,3.75,4.32,71
College Station,236.99,1.67,66.52,0.9,7.35,7.82,73
Carmel,260.35,4.84,56.51,0.97,7.92,8.35,47
Downey,1054.76,50.72,5.45,5.9,28.84,40.42,76
Plano,377.18,27.08,25.75,4.53,13.76,16.88,44
Tyler,240.33,2.55,47.92,0.6,5.51,6.28,40
Lehigh Acres,205.28,0.74,89.41,0.21,2.92,7.56,136
Reading,230.31,19.88,34.69,0.78,1.2,1.9,29
Troy,383.85,16.11,56.51,6.26,19.34,23.11,57
Davenport,240.33,2.16,65.8,0.42,0.5,0.66,71
Greeley,313.76,12.68,30.4,0.31,7.76,8.32,25
West Jordan,727.65,51.41,13.59,4.89,21.73,28.92,64
Waukesha,240.33,1.44,67.95,0.57,0.5,0.77,77
Waterloo,247.0,2.83,63.66,1.33,0.89,1.14,64
Perris,357.15,10.54,27.18,0.44,10.21,13.27,33
Santa Maria,574.11,5.74,9.74,0.54,8.14,8.6,26
Casas Adobes,453.95,16.28,36.48,1.01,13.58,29.04,44
Johnson City,253.68,3.77,67.95,0.51,4.6,8.46,77
Joliet,263.69,5.36,65.09,1.33,1.57,2.53,69
Gresham,794.41,35.99,0.98,2.41,19.2,23.66,57
Schaumburg,240.33,2.34,70.1,0.48,0.51,1.07,84
Sterling Heights,290.39,10.37,54.36,1.04,5.99,6.57,46
Lynwood,1388.55,69.23,5.23,8.82,45.27,63.02,109
Redondo Beach,1388.55,69.23,5.23,8.82,45.27,63.02,109
Warner Robins,243.66,4.03,65.09,3.99,3.97,7.63,69
Plymouth,223.64,5.91,72.96,1.85,0.68,1.69,93
Upland,337.12,21.94,39.7,2.35,7.52,11.63,33
Savannah,226.97,6.26,67.23,2.68,2.98,5.2,75
Meridian,233.65,2.51,46.49,0.31,3.96,5.54,39
Norfolk,353.81,28.45,54.36,2.18,5.04,12.22,46
Lake Charles,243.66,9.17,45.78,2.27,9.3,10.36,38
Abilene,240.33,1.48,47.21,0.1,5.21,9.86,40
Worcester,313.76,13.71,80.11,3.87,11.0,15.4,112
New Orleans,310.42,13.88,39.34,2.8,6.06,8.14,33
Surprise,230.31,3.21,28.61,0.07,0.98,5.39,24
Lee's Summit,257.02,5.01,62.94,3.82,1.45,1.89,62
Sandy Springs,300.41,11.82,54.36,2.56,5.08,9.89,46
Chattanooga,236.99,3.9,64.37,2.09,4.07,7.39,66
Centennial,370.5,14.22,19.85,0.9,5.32,7.8,17
Corona,660.9,28.45,5.9,1.58,19.89,27.08,58
Lakewood,403.88,19.54,28.61,0.34,5.62,11.78,24
Austin,257.02,5.18,58.65,1.13,17.67,19.2,54
Rochester,240.33,4.28,79.39,1.13,3.87,4.16,110
Vallejo,303.75,11.14,37.55,0.33,4.67,5.76,31
San Angelo,247.0,1.26,52.21,0.14,9.41,23.45,44
Aurora,247.0,2.66,70.1,0.54,1.3,1.85,84
Auburn,230.31,2.57,47.92,1.39,5.06,7.75,40
Bolingbrook,257.02,4.97,67.23,1.15,1.17,1.99,75
Austin,257.02,5.18,58.65,1.13,17.67,19.2,54
Loveland,243.66,4.71,49.35,0.13,1.31,3.02,41
Loveland,243.66,4.71,49.35,0.13,1.31,3.02,41
Pittsburgh,273.71,12.34,62.23,4.59,4.63,5.77,60
Saint Joseph,240.33,8.91,68.67,2.3,1.64,4.49,80
Syracuse,226.97,3.86,77.25,41.01,5.3,7.8,105
Ann Arbor,267.03,5.48,55.08,0.38,5.57,5.76,46
Jacksonville,220.3,1.61,83.69,0.36,1.65,3.12,121
Visalia,333.79,14.57,14.84,0.17,3.52,5.41,18
Chula Vista,821.11,36.33,6.88,2.62,17.93,26.08,55
Broken Arrow,257.02,8.31,35.41,2.18,8.56,9.59,30
Naperville,257.02,4.97,67.23,1.15,1.17,1.99,75
Scottsdale,554.09,25.71,17.7,1.33,10.85,16.53,35
Redlands,320.44,15.25,41.13,0.66,4.0,7.23,34
Atlanta,333.79,17.65,45.78,4.77,5.95,11.54,38
Wilmington,287.06,6.94,68.67,2.62,6.12,10.39,80
